day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
3,2017,01,18,2017-01-18,39.2,37.7,1013.7,6.2,6.3,9.9,15.0,41.0,37.4,0.41,999.9,0,549
7,2018,01,07,2018-01-07,9.7,-6.6,1032.6,10.0,6.3,12.0,19.0,18.0,5.0,0.0,5.9,0,475
7,2016,01,03,2016-01-03,38.4,20.0,1011.7,10.0,6.4,9.9,21.0,45.0,32.0,0.0,999.9,0,432
4,2024,01,18,2024-01-18,26.0,5.7,1020.1,9.5,6.4,13.0,20.0,33.1,17.1,0.0,1.2,0,226
3,2021,01,06,2021-01-06,37.4,26.5,1014.4,10.0,6.4,15.0,22.0,42.1,35.1,0.0,999.9,0,220
5,2017,01,13,2017-01-13,51.4,35.8,1025.7,10.0,6.4,11.1,22.0,64.9,36.0,0.05,999.9,0,604
3,2020,01,29,2020-01-29,36.5,17.4,1016.2,10.0,6.4,12.0,21.0,41.0,32.0,0.0,999.9,0,495
3,2015,01,14,2015-01-14,22.8,9.5,1031.1,10.0,6.4,11.1,15.0,36.0,16.0,0.0,999.9,0,506
2,2018,01,09,2018-01-09,35.6,22.3,1019.6,9.5,6.4,9.9,18.1,44.1,17.1,0.01,5.1,0,684
2,2023,01,24,2023-01-24,38.9,23.5,1018.2,10.0,6.4,13.0,24.1,46.0,35.1,0.17,999.9,0,235
5,2022,01,14,2022-01-14,39.4,29.6,1009.4,10.0,6.4,13.0,22.9,48.0,32.0,0.0,999.9,0,289
3,2017,01,25,2017-01-25,40.5,30.4,1002.3,9.8,6.4,12.0,21.0,48.0,35.1,0.68,999.9,0,576
2,2018,01,30,2018-01-30,33.1,25.6,1015.5,6.1,6.4,11.1,25.1,46.9,28.9,0.09,999.9,0,579
2,2024,01,16,2024-01-16,27.9,22.2,1014.6,3.6,6.5,17.1,31.1,32.0,23.0,0.13,999.9,0,276
2,2014,01,28,2014-01-28,17.8,-7.2,1023.8,10.0,6.5,12.0,22.0,26.1,12.9,0.0,3.1,0,504
5,2016,01,01,2016-01-01,40.4,24.3,1017.1,10.0,6.5,12.0,22.9,48.0,37.0,0.03,999.9,0,393
5,2013,01,04,2013-01-04,33.4,18.6,1017.0,10.0,6.5,13.0,24.1,37.0,30.0,0.0,999.9,0,505
6,2015,01,17,2015-01-17,22.2,1.8,1026.1,10.0,6.5,15.9,26.0,43.0,17.1,0.0,999.9,0,495
6,2013,01,05,2013-01-05,36.1,18.7,1020.6,10.0,6.6,12.0,21.0,42.1,32.0,0.0,999.9,0,389
5,2015,01,30,2015-01-30,34.2,23.0,1012.6,7.8,6.7,15.0,29.9,37.9,19.0,0.07,5.9,0,622
4,2013,01,24,2013-01-24,16.8,-1.7,1023.0,10.0,6.7,15.0,27.0,21.9,12.0,0.0,999.9,0,554
7,2022,01,16,2022-01-16,17.3,4.5,1027.3,9.7,6.7,14.0,20.0,32.0,10.0,0.0,999.9,0,266
1,2017,01,02,2017-01-02,39.3,28.9,1030.7,8.5,6.7,11.1,17.1,48.0,37.0,0.0,999.9,0,449
7,2021,01,03,2021-01-03,36.6,29.9,1018.0,8.4,6.7,12.0,22.0,51.1,34.0,0.05,999.9,0,186
7,2018,01,14,2018-01-14,19.2,0.6,1033.3,10.0,6.8,11.1,19.0,24.1,15.1,0.05,999.9,0,494
7,2024,01,28,2024-01-28,41.0,36.3,1011.0,6.4,6.9,21.0,40.0,48.9,37.9,0.41,999.9,0,251
7,2014,01,26,2014-01-26,21.4,5.3,1006.0,9.8,6.9,14.0,22.9,28.0,17.1,0.04,3.9,0,465
5,2022,01,07,2022-01-07,31.1,20.1,1011.9,6.1,6.9,11.1,22.9,41.0,27.0,0.35,999.9,1,296
5,2022,01,21,2022-01-21,19.3,0.3,1031.9,10.0,6.9,11.1,21.0,28.9,14.0,0.15,999.9,0,288
4,2017,01,05,2017-01-05,31.4,9.3,1011.0,10.0,7.0,11.1,26.0,44.1,27.0,0.0,999.9,0,552
1,2016,01,04,2016-01-04,30.8,12.5,1015.2,10.0,7.0,11.1,22.0,39.0,19.9,0.0,999.9,0,601
1,2018,01,29,2018-01-29,43.3,28.8,1022.1,10.0,7.0,18.1,24.1,55.0,39.9,0.07,999.9,0,531
4,2018,01,18,2018-01-18,24.7,9.2,1017.7,10.0,7.0,9.9,17.1,36.0,18.0,0.03,999.9,0,634
2,2018,01,02,2018-01-02,17.9,2.8,1028.1,10.0,7.0,13.0,20.0,26.1,7.0,0.0,999.9,0,654
5,2015,01,02,2015-01-02,38.7,16.1,1020.5,10.0,7.0,9.9,20.0,42.1,27.0,0.0,999.9,0,442
4,2018,01,25,2018-01-25,28.2,6.7,1025.7,10.0,7.1,11.1,21.0,44.1,23.0,0.0,999.9,0,602
6,2017,01,28,2017-01-28,36.6,20.9,1004.2,10.0,7.1,12.0,21.0,43.0,34.0,0.0,999.9,0,501
7,2014,01,12,2014-01-12,47.6,33.8,1005.0,9.7,7.2,12.0,25.1,57.9,37.0,0.42,999.9,0,388
2,2022,01,11,2022-01-11,19.6,0.1,1028.9,9.7,7.2,12.0,22.0,39.9,15.1,0.0,999.9,0,257
2,2020,01,28,2020-01-28,39.8,24.8,1008.5,10.0,7.2,9.9,21.0,45.0,37.0,0.0,999.9,0,404
3,2020,01,08,2020-01-08,36.0,23.7,1013.5,9.5,7.2,15.0,27.0,45.0,32.0,0.0,999.9,0,454
4,2021,01,28,2021-01-28,30.0,13.2,1018.1,10.0,7.2,17.1,32.1,37.0,25.0,0.0,999.9,0,262
4,2021,01,07,2021-01-07,35.3,20.6,1018.0,10.0,7.2,11.1,18.1,41.0,30.9,0.0,999.9,0,285
6,2021,01,16,2021-01-16,43.1,37.9,1001.4,8.2,7.2,19.0,26.0,46.9,37.9,1.16,999.9,0,265
5,2015,01,16,2015-01-16,33.4,14.9,1012.0,9.5,7.3,13.0,25.1,43.0,25.0,0.0,999.9,0,563
2,2015,01,13,2015-01-13,29.5,17.3,1030.6,9.8,7.3,14.0,19.0,39.0,19.0,0.35,999.9,0,613
1,2020,01,20,2020-01-20,26.5,5.6,1021.1,10.0,7.3,11.1,25.1,43.0,19.9,0.0,1.2,0,390
1,2023,01,16,2023-01-16,35.5,10.3,1013.1,10.0,7.3,13.0,21.0,48.0,28.0,0.0,999.9,0,217
1,2018,01,01,2018-01-01,11.7,-4.6,1027.4,10.0,7.3,11.1,19.0,21.0,7.0,0.0,999.9,0,453
3,2024,01,17,2024-01-17,22.0,6.1,1013.4,10.0,7.4,9.9,27.0,32.0,17.1,0.19,1.2,0,254
1,2018,01,15,2018-01-15,21.4,7.9,1037.0,9.7,7.4,9.9,18.1,30.0,15.1,0.0,999.9,0,523
6,2016,01,09,2016-01-09,43.3,35.7,1021.7,9.3,7.4,11.1,18.1,46.4,39.9,0.0,999.9,0,554
5,2015,01,09,2015-01-09,24.9,7.5,1019.3,8.7,7.4,14.0,21.0,33.1,16.0,0.0,999.9,0,751
5,2024,01,05,2024-01-05,31.2,12.7,1023.8,10.0,7.4,13.0,20.0,45.0,26.1,0.0,999.9,0,249
4,2020,01,16,2020-01-16,45.0,33.2,1014.6,7.8,7.4,15.9,34.0,50.0,37.9,0.11,999.9,0,547
7,2017,01,08,2017-01-08,20.1,7.2,1024.8,7.9,7.5,13.0,21.0,26.1,16.0,0.32,999.9,0,406
6,2015,01,10,2015-01-10,21.1,-0.3,1028.0,10.0,7.5,15.0,20.0,33.1,16.0,0.07,999.9,0,481
7,2020,01,19,2020-01-19,38.5,28.7,1007.8,8.9,7.5,12.0,22.9,42.1,35.1,0.37,999.9,0,360
1,2016,01,18,2016-01-18,27.1,11.4,1008.4,8.9,7.5,15.9,28.9,42.1,21.9,0.05,999.9,0,481
6,2021,01,30,2021-01-30,22.1,3.3,1024.4,10.0,7.6,14.0,19.0,32.0,14.0,0.0,999.9,0,284
7,2024,01,14,2024-01-14,36.3,15.5,1009.3,10.0,7.6,15.9,32.1,43.0,30.9,0.81,999.9,0,216
6,2023,01,14,2023-01-14,35.6,24.2,1008.5,9.3,7.7,12.0,22.0,39.9,32.0,0.09,999.9,0,248
3,2013,01,23,2013-01-23,14.4,-5.4,1022.5,10.0,7.7,11.1,24.1,19.9,10.9,0.0,999.9,0,545
7,2021,01,17,2021-01-17,39.3,24.6,1001.0,10.0,7.7,12.0,26.0,46.9,35.1,0.78,999.9,0,210
6,2018,01,20,2018-01-20,43.3,21.8,1012.5,10.0,7.7,12.0,22.9,52.0,24.1,0.0,999.9,0,530
7,2024,01,07,2024-01-07,36.2,32.6,1003.6,5.9,7.7,15.0,29.9,37.9,30.9,0.54,999.9,0,182
3,2015,01,28,2015-01-28,23.6,3.8,1014.8,10.0,7.7,12.0,21.0,34.0,16.0,0.36,7.9,0,458
1,2022,01,10,2022-01-10,32.7,17.6,1018.4,9.3,7.7,17.1,27.0,39.9,27.0,0.1,3.1,0,265
5,2017,01,27,2017-01-27,41.8,24.6,1002.1,10.0,7.8,12.0,27.0,44.1,39.9,0.02,999.9,0,583
6,2013,01,19,2013-01-19,37.3,18.1,1024.7,10.0,7.8,13.0,24.1,51.1,28.0,0.0,999.9,0,484
6,2018,01,13,2018-01-13,43.6,36.8,1010.6,7.5,7.8,13.0,26.0,61.0,24.1,0.59,999.9,0,603
7,2020,01,12,2020-01-12,63.1,48.6,1016.1,9.8,7.8,15.0,27.0,69.1,51.1,0.05,999.9,0,391
3,2020,01,01,2020-01-01,39.0,23.9,1006.0,10.0,7.9,12.0,21.0,45.0,36.0,0.02,999.9,0,346
7,2022,01,30,2022-01-30,17.1,-1.0,1013.3,10.0,7.9,15.0,24.1,28.9,12.0,0.32,5.9,0,224
7,2016,01,10,2016-01-10,50.4,45.9,1004.8,5.3,8.2,15.9,26.0,59.0,39.9,0.77,999.9,0,462
4,2023,01,26,2023-01-26,47.7,37.9,1002.3,7.9,8.2,15.0,25.1,57.0,35.1,1.34,999.9,1,256
6,2024,01,13,2024-01-13,50.7,41.2,995.9,8.1,8.3,13.0,25.1,60.1,39.9,0.89,999.9,0,254
2,2013,01,22,2013-01-22,22.4,4.0,1014.4,9.9,8.4,14.0,25.1,30.9,17.1,0.0,999.9,0,544
7,2023,01,15,2023-01-15,33.9,18.4,1014.7,10.0,8.4,14.0,26.0,41.0,30.0,0.0,999.9,0,193
3,2018,01,24,2018-01-24,41.3,24.4,1011.1,10.0,8.4,17.1,28.0,60.1,33.1,0.28,999.9,0,615
1,2022,01,03,2022-01-03,32.0,16.4,1018.0,10.0,8.5,14.0,26.0,39.9,26.1,0.04,999.9,0,208
3,2024,01,10,2024-01-10,51.5,40.1,991.2,7.8,8.6,15.0,28.9,57.0,36.0,1.95,999.9,1,230
6,2024,01,20,2024-01-20,22.4,7.0,1013.2,10.0,8.7,14.0,27.0,32.0,18.0,0.04,1.2,0,209
2,2015,01,27,2015-01-27,24.8,16.8,1005.1,4.3,8.8,17.1,27.0,30.0,21.0,0.78,2.0,1,188
4,2015,01,08,2015-01-08,13.0,-6.2,1027.1,10.0,8.8,18.1,31.1,23.0,8.1,0.0,1.2,0,573
2,2022,01,18,2022-01-18,33.5,15.9,1006.3,10.0,8.9,13.0,25.1,44.1,30.0,0.03,999.9,0,258
7,2024,01,21,2024-01-21,23.7,6.3,1023.8,10.0,9.0,12.0,29.9,30.9,18.0,0.0,1.2,0,232
4,2013,01,31,2013-01-31,49.1,36.5,995.4,7.9,9.1,20.0,38.1,61.0,34.0,0.93,999.9,1,592
4,2018,01,04,2018-01-04,25.7,14.6,1006.7,5.4,9.1,18.1,34.0,30.0,16.0,0.07,999.9,1,464
6,2021,01,23,2021-01-23,31.6,9.1,1015.3,10.0,9.2,15.0,28.9,45.0,28.0,0.0,999.9,0,251
7,2021,01,24,2021-01-24,26.1,4.3,1021.1,10.0,9.2,14.0,24.1,36.0,21.9,0.0,999.9,0,212
3,2016,01,13,2016-01-13,27.1,7.8,1011.6,10.0,9.4,18.1,29.9,44.1,21.9,0.0,999.9,0,605
1,2016,01,11,2016-01-11,35.2,13.1,1008.8,10.0,9.4,13.0,28.0,59.0,28.9,1.03,999.9,0,680
3,2015,01,07,2015-01-07,20.7,5.7,1015.9,9.7,9.5,15.9,29.9,23.0,15.1,0.05,999.9,0,538
1,2022,01,17,2022-01-17,37.5,32.6,989.4,6.1,9.6,19.0,31.1,44.1,30.2,1.5,999.9,0,203
6,2022,01,29,2022-01-29,21.9,16.1,1005.6,2.1,9.7,15.0,28.0,32.0,15.1,0.58,999.9,1,276
7,2013,01,20,2013-01-20,45.3,23.4,1009.8,10.0,9.7,15.9,31.1,53.1,39.9,0.0,999.9,0,393
1,2015,01,05,2015-01-05,40.9,19.1,1015.5,9.7,9.7,15.9,40.0,55.9,28.9,0.12,999.9,0,498
6,2018,01,06,2018-01-06,10.2,-9.4,1021.0,10.0,9.7,14.0,26.0,19.0,8.1,0.0,7.1,0,599
1,2015,01,26,2015-01-26,26.5,12.7,1014.6,5.6,9.8,17.1,28.9,35.1,21.2,0.0,2.0,1,484
4,2014,01,02,2014-01-02,28.5,19.6,1018.8,9.2,9.8,15.0,21.0,33.1,24.1,0.02,999.9,0,603
5,2014,01,03,2014-01-03,15.6,6.7,1014.9,3.8,10.1,15.0,25.1,24.8,10.0,0.58,999.9,1,423
2,2016,01,19,2016-01-19,21.1,1.5,1015.7,10.0,10.4,17.1,28.0,30.9,16.0,0.0,999.9,0,662
7,2020,01,05,2020-01-05,40.2,24.7,1007.9,10.0,10.5,18.1,34.0,51.1,37.0,0.02,999.9,0,291
5,2020,01,17,2020-01-17,28.4,5.3,1031.0,9.7,10.5,18.1,33.0,48.9,21.0,0.0,999.9,0,566
2,2017,01,24,2017-01-24,36.2,35.1,995.8,4.3,10.6,20.0,32.1,44.1,35.1,1.66,999.9,0,564
2,2017,01,03,2017-01-03,40.1,39.3,1018.4,3.8,11.2,15.9,26.0,43.0,37.0,0.3,999.9,0,659
5,2018,01,05,2018-01-05,14.9,-2.5,1006.2,10.0,11.2,17.1,29.9,28.9,9.0,0.69,1.2,0,700
6,2015,01,31,2015-01-31,19.6,-0.2,1018.5,10.0,11.8,17.1,34.0,37.9,12.9,0.01,7.1,0,526
5,2021,01,29,2021-01-29,20.4,0.0,1019.3,10.0,12.5,22.9,34.0,34.0,14.0,0.0,999.9,0,291
6,2016,01,23,2016-01-23,26.2,19.2,1011.1,1.7,12.8,20.0,36.9,30.0,21.0,0.5,999.9,1,402
2,2014,01,07,2014-01-07,12.3,-8.0,1015.6,999.9,13.0,19.0,31.1,36.0,3.9,0.27,1.2,0,491
1,2017,01,23,2017-01-23,41.2,35.4,1008.3,9.2,15.5,24.1,38.1,46.9,35.6,0.05,999.9,0,667
6,2019,01,12,2019-01-12,25.6,4.9,1031.9,10.0,999.9,999.9,999.9,34.0,19.9,0.0,999.9,0,520
2,2019,01,01,2019-01-01,50.5,43.2,1009.8,7.0,999.9,999.9,999.9,57.9,36.0,1.08,999.9,0,430
1,2019,01,14,2019-01-14,26.7,11.2,1024.2,10.0,999.9,999.9,999.9,33.1,21.9,0.0,999.9,0,703
7,2019,01,27,2019-01-27,39.6,22.2,1018.6,10.0,999.9,999.9,999.9,48.9,24.1,0.0,999.9,0,445
2,2019,01,15,2019-01-15,29.3,12.0,1020.2,10.0,999.9,999.9,999.9,36.0,21.9,0.0,999.9,0,618
3,2019,01,23,2019-01-23,35.5,15.8,1027.7,10.0,999.9,999.9,999.9,46.0,28.9,0.0,999.9,0,553
3,2014,01,22,2014-01-22,12.3,0.0,9999.9,999.9,999.9,999.9,999.9,17.6,6.8,0.46,999.9,0,498
6,2014,01,18,2014-01-18,37.6,26.9,9999.9,999.9,999.9,999.9,999.9,41.0,32.0,0.0,999.9,0,448
1,2014,01,20,2014-01-20,39.0,21.1,9999.9,999.9,999.9,999.9,999.9,44.6,35.6,0.0,999.9,0,360
5,2014,01,24,2014-01-24,14.7,-3.6,9999.9,999.9,999.9,999.9,999.9,19.4,10.4,0.0,7.1,0,705
5,2019,01,25,2019-01-25,36.0,17.7,1011.8,10.0,999.9,999.9,999.9,39.9,34.0,1.24,999.9,0,666
4,2019,01,17,2019-01-17,30.1,10.0,1026.1,10.0,999.9,999.9,999.9,39.0,24.1,0.0,999.9,0,586
2,2019,01,08,2019-01-08,38.9,31.3,1018.8,6.8,999.9,999.9,999.9,45.0,25.0,0.07,999.9,0,571
7,2020,01,26,2020-01-26,42.6,32.8,1008.5,10.0,999.9,999.9,999.9,51.1,37.9,0.85,999.9,0,398
6,2019,01,26,2019-01-26,29.1,3.5,1023.1,10.0,999.9,999.9,999.9,39.9,24.1,0.0,999.9,0,533
5,2014,01,17,2014-01-17,37.8,23.5,9999.9,999.9,999.9,999.9,999.9,44.6,32.7,0.0,999.9,0,589
1,2019,01,21,2019-01-21,10.7,-5.3,1014.0,10.0,999.9,999.9,999.9,16.0,3.9,0.17,999.9,0,412
3,2019,01,16,2019-01-16,34.0,19.6,1018.1,9.3,999.9,999.9,999.9,39.0,25.0,0.0,999.9,0,579
6,2019,01,05,2019-01-05,44.2,41.0,1003.3,5.3,999.9,999.9,999.9,46.9,35.1,0.22,999.9,0,455
5,2019,01,18,2019-01-18,33.4,26.3,1020.9,6.2,999.9,999.9,999.9,39.0,24.1,0.05,999.9,0,596
1,2019,01,28,2019-01-28,31.4,11.7,1017.4,10.0,999.9,999.9,999.9,45.0,24.8,0.0,999.9,0,565
4,2019,01,10,2019-01-10,33.0,16.1,1005.4,10.0,999.9,999.9,999.9,45.0,30.0,0.06,999.9,0,580
3,2020,01,22,2020-01-22,30.0,12.7,1030.7,10.0,999.9,999.9,999.9,37.9,19.9,0.0,999.9,0,489
3,2019,01,30,2019-01-30,28.6,15.7,1012.2,8.9,999.9,999.9,999.9,43.0,10.9,0.23,999.9,1,630
5,2020,01,24,2020-01-24,43.6,22.9,1027.4,9.4,999.9,999.9,999.9,51.1,33.1,0.0,999.9,0,524
3,2019,01,09,2019-01-09,42.7,30.1,1001.6,8.8,999.9,999.9,999.9,45.0,34.0,0.16,999.9,0,514
2,2019,01,29,2019-01-29,32.7,21.7,1015.4,9.3,999.9,999.9,999.9,43.0,25.0,0.0,999.9,0,681
6,2020,01,25,2020-01-25,42.5,36.7,1019.6,6.7,999.9,999.9,999.9,51.8,37.9,0.0,999.9,1,383
4,2019,01,03,2019-01-03,41.1,29.4,1015.8,9.9,999.9,999.9,999.9,44.1,35.1,0.0,999.9,0,504
7,2019,01,13,2019-01-13,29.4,9.9,1030.0,9.7,999.9,999.9,999.9,34.0,19.9,0.0,999.9,0,374
2,2019,01,22,2019-01-22,18.9,-0.6,1033.7,10.0,999.9,999.9,999.9,30.0,3.9,0.0,999.9,0,627
4,2019,01,24,2019-01-24,52.3,47.5,1011.1,6.2,999.9,999.9,999.9,59.0,30.9,0.09,999.9,1,592
7,2019,01,20,2019-01-20,34.0,29.5,1001.4,5.8,999.9,999.9,999.9,42.1,19.0,1.0,999.9,0,411
5,2019,01,11,2019-01-11,26.7,6.8,1020.4,10.0,999.9,999.9,999.9,34.0,21.0,0.0,999.9,0,644
1,2019,01,07,2019-01-07,29.5,7.7,1029.0,10.0,999.9,999.9,999.9,48.9,25.0,0.0,999.9,0,584
6,2019,01,19,2019-01-19,35.1,23.4,1022.0,9.8,999.9,999.9,999.9,39.0,28.9,0.0,1.2,0,479
4,2014,01,16,2014-01-16,39.4,32.7,9999.9,999.9,999.9,999.9,999.9,41.0,36.1,0.0,999.9,0,521
5,2019,01,04,2019-01-04,39.7,26.4,1014.8,9.9,999.9,999.9,999.9,46.0,35.1,0.0,999.9,0,598
4,2014,01,23,2014-01-23,13.1,-2.3,9999.9,999.9,999.9,999.9,999.9,19.4,8.6,0.02,11.0,0,612
4,2020,01,23,2020-01-23,38.7,16.8,1029.0,10.0,999.9,999.9,999.9,46.9,25.0,0.0,999.9,0,451
7,2014,01,19,2014-01-19,29.1,16.0,9999.9,999.9,999.9,999.9,999.9,35.6,24.8,0.07,999.9,0,380
3,2019,01,02,2019-01-02,38.0,23.2,1024.2,10.0,999.9,999.9,999.9,57.9,35.1,0.06,999.9,0,502
1,2020,01,27,2020-01-27,40.4,27.3,1006.2,10.0,999.9,999.9,999.9,46.0,37.0,0.0,999.9,0,452
7,2019,01,06,2019-01-06,43.5,30.0,1010.6,10.0,999.9,999.9,999.9,48.9,37.9,0.28,999.9,0,376
2,2014,01,21,2014-01-21,25.2,13.3,9999.9,999.9,999.9,999.9,999.9,39.2,14.0,0.0,999.9,0,1161
4,2019,01,31,2019-01-31,8.4,-13.0,1026.4,10.0,999.9,999.9,999.9,15.1,1.9,0.01,999.9,0,601
7,2015,02,22,2015-02-22,34.3,28.2,1021.2,4.5,2.1,7.0,17.1,43.0,28.9,0.71,9.1,1,519
6,2020,02,01,2020-02-01,40.6,35.3,1015.0,6.8,2.1,6.0,999.9,44.1,33.1,0.02,999.9,0,409
2,2014,02,04,2014-02-04,28.3,20.9,1028.4,3.8,2.1,6.0,999.9,42.8,21.9,0.84,1.2,0,613
4,2017,02,23,2017-02-23,53.0,44.9,1011.4,8.5,2.2,8.0,999.9,64.9,42.1,0.0,999.9,0,581
6,2014,02,01,2014-02-01,39.1,17.2,1024.3,9.9,2.4,6.0,999.9,44.1,25.0,0.0,1.2,0,507
4,2024,02,08,2024-02-08,44.3,23.1,1025.5,10.0,2.5,5.1,999.9,53.1,33.1,0.0,999.9,0,244
6,2018,02,10,2018-02-10,43.0,37.6,1026.2,7.3,2.5,7.0,15.9,50.0,26.1,0.0,999.9,1,549
2,2020,02,04,2020-02-04,50.1,39.1,1009.3,9.8,2.5,7.0,999.9,60.1,37.0,0.0,999.9,0,464
7,2013,02,03,2013-02-03,26.5,18.0,1013.2,7.6,2.6,7.0,999.9,30.0,24.1,0.03,999.9,0,445
7,2023,02,12,2023-02-12,42.4,20.0,1020.3,10.0,2.6,8.9,999.9,48.0,36.0,0.0,999.9,0,209
2,2020,02,25,2020-02-25,49.2,39.9,1012.2,8.2,2.7,7.0,999.9,62.1,41.0,0.0,999.9,0,527
7,2018,02,11,2018-02-11,48.3,47.3,1014.0,3.5,2.7,8.0,999.9,62.1,39.0,0.88,999.9,0,479
2,2020,02,11,2020-02-11,44.9,42.9,1013.4,4.8,2.7,8.9,15.0,48.0,42.1,0.37,999.9,0,458
5,2024,02,23,2024-02-23,43.8,38.3,1001.0,7.3,2.9,6.0,999.9,46.9,35.1,0.08,999.9,0,218
3,2015,02,18,2015-02-18,24.9,10.3,1011.2,9.6,2.9,7.0,999.9,33.1,14.0,0.03,11.8,0,626
3,2023,02,15,2023-02-15,54.4,30.9,1018.0,10.0,2.9,7.0,18.1,66.9,39.9,0.0,999.9,0,264
4,2023,02,09,2023-02-09,47.5,30.9,1023.1,9.7,3.0,9.9,18.1,53.1,39.0,0.0,999.9,0,238
4,2022,02,03,2022-02-03,44.4,42.1,1024.8,4.5,3.0,8.9,999.9,48.0,32.0,0.01,3.9,1,248
6,2024,02,10,2024-02-10,52.0,39.2,1011.6,9.8,3.0,8.0,999.9,60.1,43.0,0.0,999.9,0,195
3,2013,02,13,2013-02-13,38.2,22.5,1011.2,9.9,3.0,7.0,15.0,44.1,33.1,0.0,3.9,0,570
7,2014,02,02,2014-02-02,45.1,34.2,1015.0,7.8,3.1,7.0,999.9,55.9,36.0,0.0,1.2,0,417
2,2017,02,28,2017-02-28,51.1,37.4,1026.5,9.8,3.2,8.9,999.9,59.0,35.1,0.0,999.9,0,591
1,2013,02,11,2013-02-11,38.5,32.4,1019.6,5.6,3.2,7.0,999.9,45.0,32.0,0.09,9.8,1,475
1,2022,02,07,2022-02-07,32.7,28.2,1030.7,5.9,3.3,8.9,999.9,37.4,28.4,0.0,999.9,0,276
2,2024,02,27,2024-02-27,47.3,38.7,1015.9,8.0,3.3,7.0,999.9,55.0,35.1,0.01,999.9,1,274
1,2021,02,22,2021-02-22,34.3,22.2,1026.2,7.7,3.3,7.0,18.1,39.0,24.1,0.0,5.1,1,245
4,2023,02,02,2023-02-02,33.3,9.1,1021.8,10.0,3.3,8.0,14.0,39.9,26.1,0.02,999.9,0,263
4,2020,02,13,2020-02-13,40.1,35.9,1010.6,5.2,3.3,8.0,999.9,46.0,37.0,0.36,999.9,0,504
1,2024,02,12,2024-02-12,42.5,28.0,1012.4,10.0,3.4,8.0,999.9,55.9,37.0,0.0,999.9,0,248
1,2020,02,17,2020-02-17,43.8,22.7,1022.2,10.0,3.4,6.0,999.9,51.1,30.0,0.0,999.9,0,339
2,2016,02,02,2016-02-02,44.5,24.1,1023.0,10.0,3.4,7.0,999.9,59.0,37.9,0.01,2.0,0,711
2,2018,02,06,2018-02-06,31.0,13.5,1026.8,10.0,3.4,8.9,999.9,39.9,26.1,0.0,999.9,0,545
7,2013,02,10,2013-02-10,25.2,8.5,1028.7,10.0,3.4,8.9,15.9,36.0,18.0,0.38,999.9,0,400
1,2020,02,24,2020-02-24,50.0,21.2,1017.2,9.9,3.5,8.0,999.9,62.1,39.0,0.0,999.9,0,493
5,2021,02,26,2021-02-26,40.1,15.2,1028.3,10.0,3.5,6.0,999.9,50.0,33.1,0.0,999.9,0,301
1,2018,02,26,2018-02-26,45.7,34.8,1018.9,8.4,3.5,7.0,999.9,52.0,39.9,0.23,999.9,0,557
7,2015,02,01,2015-02-01,27.6,11.4,1021.9,9.9,3.5,8.9,15.9,36.0,19.9,0.0,7.1,0,361
7,2023,02,19,2023-02-19,42.0,23.6,1025.7,10.0,3.5,9.9,18.1,50.0,27.0,0.0,999.9,0,241
5,2021,02,05,2021-02-05,41.1,27.7,1007.4,9.6,3.5,9.9,20.0,46.9,30.9,0.0,11.0,0,326
3,2022,02,02,2022-02-02,37.7,30.6,1031.3,8.8,3.5,6.0,999.9,46.9,23.0,0.0,5.9,0,268
3,2017,02,22,2017-02-22,47.2,35.4,1017.0,9.8,3.5,7.0,19.0,57.0,34.0,0.0,999.9,0,477
6,2015,02,07,2015-02-07,29.8,12.6,1019.7,9.0,3.5,8.9,15.0,37.9,12.0,0.0,7.9,0,449
2,2018,02,27,2018-02-27,46.5,21.0,1026.3,10.0,3.6,7.0,999.9,55.9,39.0,0.0,999.9,0,631
6,2015,02,28,2015-02-28,21.5,-1.9,1039.7,10.0,3.6,8.9,15.0,30.0,12.9,0.0,11.0,0,538
3,2013,02,06,2013-02-06,33.3,23.1,1017.5,6.5,3.6,7.0,20.0,39.0,30.0,0.01,999.9,0,566
4,2024,02,22,2024-02-22,38.5,27.2,1017.6,9.9,3.6,11.1,15.9,45.0,30.0,0.0,999.9,0,236
4,2024,02,01,2024-02-01,40.9,31.1,1016.2,9.2,3.6,8.0,15.0,45.0,34.0,0.0,999.9,0,220
1,2016,02,15,2016-02-15,19.1,2.0,1033.3,8.1,3.7,8.9,999.9,30.2,14.0,0.0,999.9,1,291
7,2014,02,09,2014-02-09,25.5,8.3,1020.2,9.3,3.8,8.0,999.9,30.9,21.0,0.0,9.1,0,450
1,2018,02,19,2018-02-19,42.5,31.4,1031.8,9.8,3.8,7.0,14.0,48.9,33.1,0.01,3.1,0,435
3,2018,02,14,2018-02-14,41.1,29.8,1028.1,10.0,3.8,8.9,15.9,53.1,26.1,0.01,999.9,0,671
7,2020,02,23,2020-02-23,46.5,9.4,1021.6,10.0,3.8,7.0,15.9,55.9,39.0,0.0,999.9,0,392
3,2016,02,10,2016-02-10,34.8,24.2,1003.1,7.5,3.8,8.9,20.0,39.0,27.0,0.01,999.9,0,537
4,2013,02,14,2013-02-14,38.2,26.7,1011.6,8.9,3.8,8.9,999.9,46.0,33.1,0.03,999.9,0,631
3,2022,02,09,2022-02-09,35.8,19.9,1017.3,10.0,3.8,8.9,999.9,46.0,28.9,0.07,999.9,0,272
