rounded_longitude,rounded_latitude,collision_date,num_collisions
-74.1,40.6,2022-08-23,9
-74.1,40.6,2024-10-08,11
-74.1,40.6,2013-03-08,37
-74.1,40.6,2021-04-20,11
-74.1,40.6,2015-04-28,12
-74.1,40.6,2018-04-04,20
-74.1,40.6,2013-01-31,17
-74.1,40.6,2020-07-09,5
-74.1,40.6,2013-08-05,15
-74.1,40.6,2012-10-05,26
-74.1,40.6,2013-05-09,23
-74.1,40.6,2012-10-01,20
-74.1,40.6,2012-12-02,12
-74.1,40.6,2017-08-27,12
-74.1,40.6,2016-12-25,14
-74.1,40.6,2014-11-25,17
-74.1,40.6,2014-05-27,13
-74.1,40.6,2023-10-25,7
-74.1,40.6,2014-02-25,15
-74.1,40.6,2024-11-04,6
-74.1,40.6,2021-08-04,11
-74.1,40.6,2022-06-07,12
-74.1,40.6,2017-01-27,12
-74.1,40.6,2022-12-21,7
-74.1,40.6,2015-07-30,11
-74.1,40.6,2023-12-04,11
-74.1,40.6,2016-07-30,17
-74.1,40.6,2016-02-05,24
-74.1,40.6,2013-10-01,19
-74.1,40.6,2017-11-03,22
-74.1,40.6,2023-01-06,10
-74.1,40.6,2019-11-30,12
-74.1,40.6,2016-01-14,11
-74.1,40.6,2017-12-02,19
-74.1,40.6,2013-07-22,21
-74.1,40.6,2016-05-24,21
-74.1,40.6,2014-04-06,10
-74.1,40.6,2013-09-23,23
-74.1,40.6,2022-12-23,11
-74.1,40.6,2022-05-30,7
-74.1,40.6,2024-03-19,7
-74.1,40.6,2013-07-04,14
-74.1,40.6,2012-07-06,27
-74.1,40.6,2017-07-20,20
-74.1,40.6,2017-06-08,21
-74.1,40.6,2015-03-21,12
-74.1,40.6,2019-07-23,12
-74.1,40.6,2023-06-15,9
-74.1,40.6,2014-05-01,11
-74.1,40.6,2022-12-12,8
-74.1,40.6,2018-12-30,19
-74.1,40.6,2017-12-05,20
-74.1,40.6,2015-11-15,13
-74.1,40.6,2014-06-05,18
-74.1,40.6,2020-03-10,8
-74.1,40.6,2024-11-09,5
-74.1,40.6,2022-11-07,10
-74.1,40.6,2014-11-06,11
-74.1,40.6,2020-06-10,13
-74.1,40.6,2019-03-20,7
-74.1,40.6,2018-11-26,19
-74.1,40.6,2021-12-18,9
-74.1,40.6,2018-08-18,15
-74.1,40.6,2023-02-07,6
-74.1,40.6,2019-03-30,11
-74.1,40.6,2024-09-23,7
-74.1,40.6,2017-08-10,16
-74.1,40.6,2022-07-20,8
-74.1,40.6,2023-10-18,8
-74.1,40.6,2022-07-24,9
-74.1,40.6,2022-10-16,7
-74.1,40.6,2020-02-19,8
-74.1,40.6,2014-03-20,21
-74.1,40.6,2024-03-13,7
-74.1,40.6,2013-08-29,15
-74.1,40.6,2017-06-15,18
-74.1,40.6,2018-05-01,23
-74.1,40.6,2023-06-13,6
-74.1,40.6,2015-09-05,12
-74.1,40.6,2012-08-19,14
-74.1,40.6,2022-02-09,6
-74.1,40.6,2019-11-06,9
-74.1,40.6,2015-09-09,18
-74.1,40.6,2017-02-07,26
-74.1,40.6,2022-12-22,10
-74.1,40.6,2019-12-01,8
-74.1,40.6,2013-06-19,20
-74.1,40.6,2014-10-11,13
-74.1,40.6,2016-01-30,11
-74.1,40.6,2017-07-03,20
-74.1,40.6,2018-11-13,28
-74.1,40.6,2023-03-06,6
-74.1,40.6,2016-10-09,14
-74.1,40.6,2022-10-21,12
-74.1,40.6,2017-01-09,32
-74.1,40.6,2022-10-03,12
-74.1,40.6,2012-07-21,10
-74.1,40.6,2019-04-26,5
-74.1,40.6,2022-09-26,12
-74.1,40.6,2019-02-16,16
-74.1,40.6,2019-04-11,5
-74.1,40.6,2021-01-13,6
-74.1,40.6,2014-02-01,18
-74.1,40.6,2013-02-26,20
-74.1,40.6,2013-01-30,18
-74.1,40.6,2017-12-09,18
-74.1,40.6,2020-02-01,10
-74.1,40.6,2019-12-17,9
-74.1,40.6,2019-08-28,14
-74.1,40.6,2014-07-21,7
-74.1,40.6,2022-02-18,8
-74.1,40.6,2017-11-26,11
-74.1,40.6,2017-09-07,19
-74.1,40.6,2013-07-30,9
-74.1,40.6,2022-10-12,7
-74.1,40.6,2016-12-30,15
-74.1,40.6,2019-05-14,9
-74.1,40.6,2015-01-10,11
-74.1,40.6,2015-02-03,18
-74.1,40.6,2024-01-20,6
-74.1,40.6,2014-03-03,13
-74.1,40.6,2017-05-09,17
-74.1,40.6,2015-09-28,6
-74.1,40.6,2015-10-25,13
-74.1,40.6,2015-08-02,8
-74.1,40.6,2018-12-05,21
-74.1,40.6,2020-06-09,6
-74.1,40.6,2015-09-29,15
-74.1,40.6,2020-05-22,5
-74.1,40.6,2017-10-22,18
-74.1,40.6,2016-03-29,14
-74.1,40.6,2014-01-08,15
-74.1,40.6,2018-09-27,19
-74.1,40.6,2013-06-09,18
-74.1,40.6,2021-11-10,9
-74.1,40.6,2024-04-26,4
-74.1,40.6,2019-06-23,4
-74.1,40.6,2019-10-05,11
-74.1,40.6,2015-12-29,13
-74.1,40.6,2021-07-13,7
-74.1,40.6,2014-04-27,8
-74.1,40.6,2012-08-21,19
-74.1,40.6,2016-08-28,12
-74.1,40.6,2017-06-30,23
-74.1,40.6,2020-12-25,9
-74.1,40.6,2024-11-08,9
-74.1,40.6,2018-08-17,17
-74.1,40.6,2018-06-13,20
-74.1,40.6,2018-08-01,12
-74.1,40.6,2019-07-02,9
-74.1,40.6,2013-12-30,9
-74.1,40.6,2021-07-07,7
-74.1,40.6,2021-04-05,12
-74.1,40.6,2014-07-05,7
-74.1,40.6,2023-05-17,10
-74.1,40.6,2016-03-26,7
-74.1,40.6,2023-05-11,10
-74.1,40.6,2023-11-24,8
-74.1,40.6,2023-12-16,8
-74.1,40.6,2014-06-21,8
-74.1,40.6,2015-06-08,10
-74.1,40.6,2021-03-24,6
-74.1,40.6,2013-12-05,10
-74.1,40.6,2022-12-20,11
-74.1,40.6,2022-12-14,16
-74.1,40.6,2016-07-13,20
-74.1,40.6,2017-03-27,12
-74.1,40.6,2019-01-13,16
-74.1,40.6,2018-04-06,22
-74.1,40.6,2015-04-04,8
-74.1,40.6,2017-05-31,21
-74.1,40.6,2016-06-20,23
-74.1,40.6,2014-09-23,16
-74.1,40.6,2013-03-16,17
-74.1,40.6,2024-04-18,10
-74.1,40.6,2014-04-13,11
-74.1,40.6,2024-02-06,11
-74.1,40.6,2019-09-05,14
-74.1,40.6,2015-05-27,19
-74.1,40.6,2021-05-19,10
-74.1,40.6,2014-03-05,13
-74.1,40.6,2017-11-20,20
-74.1,40.6,2021-06-19,11
-74.1,40.6,2021-09-02,9
-74.1,40.6,2014-12-09,15
-74.1,40.6,2024-07-22,3
-74.1,40.6,2012-07-26,18
-74.1,40.6,2021-05-01,8
-74.1,40.6,2017-10-27,17
-74.1,40.6,2024-05-10,14
-74.1,40.6,2014-06-10,19
-74.1,40.6,2015-06-21,18
-74.1,40.6,2019-09-22,12
-74.1,40.6,2024-03-18,11
-74.1,40.6,2013-09-13,19
-74.1,40.6,2015-08-16,14
-74.1,40.6,2024-05-09,11
-74.1,40.6,2019-11-24,12
-74.1,40.6,2020-11-26,8
-74.1,40.6,2017-02-22,18
-74.1,40.6,2013-02-16,16
-74.1,40.6,2020-06-28,6
-74.1,40.6,2022-12-02,7
-74.1,40.6,2017-08-07,17
-74.1,40.6,2016-02-13,12
-74.1,40.6,2016-09-21,22
-74.1,40.6,2022-07-19,11
-74.1,40.6,2015-06-25,11
-74.1,40.6,2018-04-19,19
-74.1,40.6,2014-01-02,20
-74.1,40.6,2013-07-11,9
-74.1,40.6,2016-06-16,29
-74.1,40.6,2014-06-24,17
-74.1,40.6,2014-12-19,11
-74.1,40.6,2015-07-17,18
-74.1,40.6,2014-06-14,16
-74.1,40.6,2016-02-15,15
-74.1,40.6,2023-12-01,14
-74.1,40.6,2015-07-25,9
-74.1,40.6,2023-05-31,8
-74.1,40.6,2015-08-23,15
-74.1,40.6,2013-02-23,21
-74.1,40.6,2019-10-20,8
-74.1,40.6,2015-11-26,10
-74.1,40.6,2015-04-03,10
-74.1,40.6,2023-01-05,3
-74.1,40.6,2019-08-29,5
-74.1,40.6,2017-08-31,17
-74.1,40.6,2015-07-19,11
-74.1,40.6,2019-09-23,12
-74.1,40.6,2022-02-17,6
-74.1,40.6,2023-11-03,6
-74.1,40.6,2020-04-19,6
-74.1,40.6,2023-03-28,8
-74.1,40.6,2013-03-07,21
-74.1,40.6,2013-07-13,19
-74.1,40.6,2015-08-26,17
-74.1,40.6,2023-09-22,13
-74.1,40.6,2020-01-06,8
-74.1,40.6,2021-07-17,12
-74.1,40.6,2017-10-10,23
-74.1,40.6,2023-05-28,7
-74.1,40.6,2018-06-20,22
-74.1,40.6,2022-06-03,9
-74.1,40.6,2012-12-24,19
-74.1,40.6,2020-02-10,12
-74.1,40.6,2023-10-04,13
-74.1,40.6,2012-12-09,8
-74.1,40.6,2012-11-11,15
-74.1,40.6,2017-11-28,18
-74.1,40.6,2021-12-07,10
-74.1,40.6,2012-09-29,10
-74.1,40.6,2018-11-08,20
-74.1,40.6,2022-09-01,6
-74.1,40.6,2013-09-24,14
-74.1,40.6,2012-12-20,26
-74.1,40.6,2014-08-14,15
-74.1,40.6,2012-10-07,17
-74.1,40.6,2013-07-20,14
-74.1,40.6,2016-04-19,9
-74.1,40.6,2021-01-30,13
-74.1,40.6,2015-09-30,17
-74.1,40.6,2013-04-06,15
-74.1,40.6,2012-09-19,21
-74.1,40.6,2017-07-28,18
-74.1,40.6,2022-12-30,9
-74.1,40.6,2020-09-07,7
-74.1,40.6,2022-04-25,8
-74.1,40.6,2021-02-07,9
-74.1,40.6,2024-11-13,12
-74.1,40.6,2019-03-14,12
-74.1,40.6,2024-03-17,10
-74.1,40.6,2017-06-21,24
-74.1,40.6,2024-10-20,7
-74.1,40.6,2015-07-28,14
-74.1,40.6,2017-10-13,21
-74.1,40.6,2017-08-08,19
-74.1,40.6,2021-03-05,5
-74.1,40.6,2024-04-22,5
-74.1,40.6,2022-08-21,7
-74.1,40.6,2016-09-17,23
-74.1,40.6,2019-12-20,16
-74.1,40.6,2023-03-07,14
-74.1,40.6,2023-02-13,7
-74.1,40.6,2023-10-19,13
-74.1,40.6,2019-09-24,8
-74.1,40.6,2024-05-24,11
-74.1,40.6,2019-12-03,11
-74.1,40.6,2018-05-06,13
-74.1,40.6,2018-06-26,25
-74.1,40.6,2023-02-03,3
-74.1,40.6,2023-08-12,14
-74.1,40.6,2019-09-06,12
-74.1,40.6,2020-05-05,6
-74.1,40.6,2017-02-13,20
-74.1,40.6,2021-02-24,8
-74.1,40.6,2021-10-14,13
-74.1,40.6,2017-11-05,13
-74.1,40.6,2023-12-05,6
-74.1,40.6,2013-11-12,23
-74.1,40.6,2021-10-27,7
-74.1,40.6,2022-06-17,10
-74.1,40.6,2023-01-09,7
-74.1,40.6,2018-01-15,21
-74.1,40.6,2013-02-11,17
-74.1,40.6,2016-01-18,10
-74.1,40.6,2015-08-22,12
-74.1,40.6,2019-04-29,8
-74.1,40.6,2019-09-09,7
-74.1,40.6,2014-11-17,18
-74.1,40.6,2012-12-12,22
-74.1,40.6,2018-03-04,15
-74.1,40.6,2012-09-06,19
-74.1,40.6,2022-09-21,12
-74.1,40.6,2020-04-02,8
-74.1,40.6,2020-01-14,11
-74.1,40.6,2023-08-23,8
-74.1,40.6,2022-12-07,9
-74.1,40.6,2022-04-27,7
-74.1,40.6,2021-01-15,7
-74.1,40.6,2013-07-03,12
-74.1,40.6,2016-09-22,17
-74.1,40.6,2019-11-19,10
-74.1,40.6,2014-04-03,18
-74.1,40.6,2023-03-04,8
-74.1,40.6,2014-08-09,12
-74.1,40.6,2013-02-20,24
-74.1,40.6,2016-10-29,17
-74.1,40.6,2024-02-05,5
-74.1,40.6,2019-08-12,11
-74.1,40.6,2022-06-27,10
-74.1,40.6,2022-08-03,15
-74.1,40.6,2019-08-20,5
-74.1,40.6,2022-01-28,10
-74.1,40.6,2021-09-23,9
-74.1,40.6,2017-02-27,18
-74.1,40.6,2018-10-31,20
-74.1,40.6,2024-04-04,10
-74.1,40.6,2023-02-20,5
-74.1,40.6,2022-08-07,10
-74.1,40.6,2024-11-28,9
-74.1,40.6,2018-07-02,21
-74.1,40.6,2023-11-15,7
-74.1,40.6,2015-12-06,15
-74.1,40.6,2016-06-30,20
-74.1,40.6,2020-10-18,7
-74.1,40.6,2024-02-29,10
-74.1,40.6,2020-09-15,7
-74.1,40.6,2017-11-09,22
-74.1,40.6,2022-03-19,5
-74.1,40.6,2022-08-02,4
-74.1,40.6,2021-03-21,7
-74.1,40.6,2022-04-08,9
-74.1,40.6,2024-01-26,5
-74.1,40.6,2024-02-18,6
-74.1,40.6,2021-08-30,7
-74.1,40.6,2016-07-31,8
-74.1,40.6,2017-09-21,29
-74.1,40.6,2022-06-11,9
-74.1,40.6,2023-09-15,7
-74.1,40.6,2017-09-23,22
-74.1,40.6,2019-12-23,14
-74.1,40.6,2021-10-29,13
-74.1,40.6,2016-07-02,21
-74.1,40.6,2024-04-30,9
-74.1,40.6,2015-11-03,12
-74.1,40.6,2024-07-06,10
-74.1,40.6,2024-09-21,7
-74.1,40.6,2018-08-07,17
-74.1,40.6,2021-10-03,11
-74.1,40.6,2023-05-19,8
-74.1,40.6,2021-01-23,6
-74.1,40.6,2019-11-22,12
-74.1,40.6,2018-07-11,19
-74.1,40.6,2017-04-07,20
-74.1,40.6,2022-04-29,11
-74.1,40.6,2016-09-10,14
-74.1,40.6,2017-11-02,22
-74.1,40.6,2015-12-08,17
-74.1,40.6,2024-11-18,13
-74.1,40.6,2018-10-27,21
-74.1,40.6,2019-08-30,10
-74.1,40.6,2019-01-21,12
-74.1,40.6,2023-09-30,10
-74.1,40.6,2017-09-04,9
-74.1,40.6,2016-10-28,25
-74.1,40.6,2016-03-17,9
-74.1,40.6,2012-11-01,11
-74.1,40.6,2023-09-25,9
-74.1,40.6,2023-08-07,7
-74.1,40.6,2014-06-26,16
-74.1,40.6,2012-12-01,18
-74.1,40.6,2024-10-30,6
-74.1,40.6,2020-01-27,7
-74.1,40.6,2019-09-17,3
-74.1,40.6,2012-10-17,27
-74.1,40.6,2015-09-16,9
-74.1,40.6,2021-11-17,7
-74.1,40.6,2023-09-03,14
-74.1,40.6,2022-11-28,11
-74.1,40.6,2018-01-04,20
-74.1,40.6,2021-09-19,6
-74.1,40.6,2020-04-03,8
-74.1,40.6,2015-12-03,15
-74.1,40.6,2014-04-12,15
-74.1,40.6,2014-06-29,10
-74.1,40.6,2018-11-23,21
-74.1,40.6,2021-11-18,10
-74.1,40.6,2019-08-03,10
-74.1,40.6,2021-06-15,10
-74.1,40.6,2024-11-21,7
-74.1,40.6,2012-09-12,17
-74.1,40.6,2017-11-07,28
-74.1,40.6,2013-07-12,21
-74.1,40.6,2013-09-20,17
-74.1,40.6,2022-07-12,8
-74.1,40.6,2018-02-10,17
-74.1,40.6,2015-02-26,1
-74.1,40.6,2015-06-12,15
-74.1,40.6,2024-03-08,8
-74.1,40.6,2022-08-29,7
-74.1,40.6,2014-04-15,15
-74.1,40.6,2023-04-03,10
-74.1,40.6,2023-09-23,12
-74.1,40.6,2022-04-14,6
-74.1,40.6,2013-04-27,15
-74.1,40.6,2012-08-25,12
-74.1,40.6,2013-04-28,9
-74.1,40.6,2012-07-30,10
-74.1,40.6,2012-09-28,24
-74.1,40.6,2012-08-27,20
-74.1,40.6,2012-09-02,14
-74.1,40.6,2015-10-29,21
-74.1,40.6,2013-01-05,9
-74.1,40.6,2019-10-26,13
-74.1,40.6,2013-08-08,13
-74.1,40.6,2014-11-30,6
-74.1,40.6,2013-11-08,23
-74.1,40.6,2022-07-28,7
-74.1,40.6,2016-11-26,14
-74.1,40.6,2020-08-02,4
-74.1,40.6,2017-01-03,21
-74.1,40.6,2019-02-03,16
-74.1,40.6,2015-06-02,11
-74.1,40.6,2016-01-12,15
-74.1,40.6,2012-12-27,25
-74.1,40.6,2013-02-21,16
-74.1,40.6,2016-11-19,25
-74.1,40.6,2018-10-09,15
-74.1,40.6,2015-10-11,8
-74.1,40.6,2016-07-23,14
-74.1,40.6,2022-02-16,11
-74.1,40.6,2021-12-03,10
-74.1,40.6,2015-08-21,16
-74.1,40.6,2017-04-11,13
-74.1,40.6,2021-10-11,7
-74.1,40.6,2017-11-21,16
-74.1,40.6,2020-01-19,5
-74.1,40.6,2022-03-29,7
-74.1,40.6,2014-07-10,16
-74.1,40.6,2017-12-31,14
-74.1,40.6,2021-09-10,7
-74.1,40.6,2020-12-05,9
-74.1,40.6,2024-08-16,8
-74.1,40.6,2019-03-19,9
-74.1,40.6,2023-03-21,7
-74.1,40.6,2024-11-27,7
-74.1,40.6,2016-02-09,13
-74.1,40.6,2017-10-20,34
-74.1,40.6,2015-09-24,12
-74.1,40.6,2016-08-08,20
-74.1,40.6,2013-02-05,25
-74.1,40.6,2015-02-23,9
-74.1,40.6,2024-04-10,13
-74.1,40.6,2023-06-08,8
-74.1,40.6,2019-10-08,6
-74.1,40.6,2015-12-13,14
-74.1,40.6,2020-12-29,4
-74.1,40.6,2015-04-30,12
-74.1,40.6,2014-05-03,17
-74.1,40.6,2023-12-07,10
-74.1,40.6,2023-11-01,5
-74.1,40.6,2024-09-17,5
-74.1,40.6,2022-02-08,11
-74.1,40.6,2019-08-19,9
-74.1,40.6,2020-09-09,10
-74.1,40.6,2017-07-09,20
-74.1,40.6,2023-10-30,14
-74.1,40.6,2024-03-12,6
-74.1,40.6,2016-01-20,19
-74.1,40.6,2013-03-12,12
-74.1,40.6,2014-06-01,21
-74.1,40.6,2013-11-20,16
-74.1,40.6,2020-12-01,7
-74.1,40.6,2023-01-15,8
-74.1,40.6,2017-01-19,16
-74.1,40.6,2022-02-14,8
-74.1,40.6,2023-10-14,10
-74.1,40.6,2018-02-17,17
-74.1,40.6,2015-01-07,14
-74.1,40.6,2017-02-15,19
-74.1,40.6,2013-09-05,10
-74.1,40.6,2019-06-11,10
-74.1,40.6,2020-11-30,10
-74.1,40.6,2017-10-14,15
-74.1,40.6,2020-09-26,11
-74.1,40.6,2016-06-06,19
-74.1,40.6,2014-09-04,19
-74.1,40.6,2013-11-02,13
-74.1,40.6,2013-11-03,9
-74.1,40.6,2014-12-16,8
-74.1,40.6,2019-03-12,17
-74.1,40.6,2015-12-25,2
-74.1,40.6,2021-07-29,12
-74.1,40.6,2013-04-09,18
-74.1,40.6,2023-08-09,7
-74.1,40.6,2024-09-18,7
-74.1,40.6,2018-08-20,11
-74.1,40.6,2023-01-01,10
-74.1,40.6,2015-10-09,23
-74.1,40.6,2024-07-18,6
-74.1,40.6,2015-04-06,11
-74.1,40.6,2013-03-23,11
-74.1,40.6,2020-10-13,3
-74.1,40.6,2020-09-08,4
-74.1,40.6,2014-09-09,13
-74.1,40.6,2016-06-28,25
-74.1,40.6,2021-05-23,6
-74.1,40.6,2015-12-10,14
-74.1,40.6,2016-01-31,12
-74.1,40.6,2016-04-08,3
-74.1,40.6,2017-03-05,20
-74.1,40.6,2024-05-22,6
-74.1,40.6,2015-01-12,10
-74.1,40.6,2013-08-16,16
-74.1,40.6,2024-07-31,7
-74.1,40.6,2014-12-07,12
-74.1,40.6,2013-02-07,13
-74.1,40.6,2012-07-09,14
-74.1,40.6,2023-10-22,8
-74.1,40.6,2022-07-05,11
-74.1,40.6,2018-01-02,24
-74.1,40.6,2016-11-25,12
-74.1,40.6,2016-10-02,11
-74.1,40.6,2023-09-06,8
-74.1,40.6,2018-12-16,12
-74.1,40.6,2023-01-19,9
-74.1,40.6,2013-05-24,17
-74.1,40.6,2022-09-20,16
-74.1,40.6,2024-11-02,9
-74.1,40.6,2021-01-27,6
-74.1,40.6,2020-09-05,7
-74.1,40.6,2022-01-21,5
-74.1,40.6,2017-10-26,23
-74.1,40.6,2024-08-02,5
-74.1,40.6,2023-06-10,7
-74.1,40.6,2012-09-03,8
-74.1,40.6,2024-04-28,5
-74.1,40.6,2014-08-13,11
-74.1,40.6,2019-05-03,7
-74.1,40.6,2016-01-25,17
-74.1,40.6,2022-01-23,5
-74.1,40.6,2024-07-12,9
-74.1,40.6,2020-04-20,4
-74.1,40.6,2019-06-30,5
-74.1,40.6,2020-08-09,7
-74.1,40.6,2024-11-23,6
-74.1,40.6,2023-01-14,9
-74.1,40.6,2015-11-07,13
-74.1,40.6,2024-03-03,7
-74.1,40.6,2022-10-28,12
-74.1,40.6,2023-12-06,5
-74.1,40.6,2022-08-04,11
-74.1,40.6,2020-04-17,4
-74.1,40.6,2023-09-17,4
-74.1,40.6,2024-11-29,7
-74.1,40.6,2018-06-21,23
-74.1,40.6,2020-10-28,6
-74.1,40.6,2017-12-13,22
-74.1,40.6,2016-01-19,8
-74.1,40.6,2014-12-27,9
-74.1,40.6,2020-10-06,6
-74.1,40.6,2015-05-16,12
-74.1,40.6,2021-03-03,10
-74.1,40.6,2017-01-26,14
-74.1,40.6,2014-04-23,11
-74.1,40.6,2014-10-29,17
-74.1,40.6,2015-11-02,9
-74.1,40.6,2023-10-26,9
-74.1,40.6,2014-10-25,7
-74.1,40.6,2018-06-11,27
-74.1,40.6,2022-03-14,9
-74.1,40.6,2012-08-30,20
-74.1,40.6,2022-10-20,6
-74.1,40.6,2014-08-22,10
-74.1,40.6,2021-07-22,7
-74.1,40.6,2014-06-23,23
-74.1,40.6,2023-03-11,10
-74.1,40.6,2024-06-25,5
-74.1,40.6,2019-05-18,11
-74.1,40.6,2016-12-12,16
-74.1,40.6,2014-04-29,12
-74.1,40.6,2019-06-29,14
-74.1,40.6,2013-05-08,18
-74.1,40.6,2022-11-18,11
-74.1,40.6,2016-02-25,11
-74.1,40.6,2017-09-08,25
-74.1,40.6,2017-08-29,18
-74.1,40.6,2019-01-14,21
-74.1,40.6,2013-12-06,24
-74.1,40.6,2015-04-22,20
-74.1,40.6,2015-02-15,13
-74.1,40.6,2023-06-29,10
-74.1,40.6,2013-09-22,20
-74.1,40.6,2016-03-22,10
-74.1,40.6,2021-10-05,12
-74.1,40.6,2014-05-31,16
-74.1,40.6,2022-10-19,10
-74.1,40.6,2017-07-19,22
-74.1,40.6,2012-08-08,13
-74.1,40.6,2018-04-21,25
-74.1,40.6,2019-02-05,15
-74.1,40.6,2019-10-23,10
-74.1,40.6,2013-05-21,26
-74.1,40.6,2018-03-16,17
-74.1,40.6,2018-12-08,27
-74.1,40.6,2022-03-10,12
-74.1,40.6,2016-02-07,10
-74.1,40.6,2022-01-02,5
-74.1,40.6,2024-01-21,12
-74.1,40.6,2017-07-13,25
-74.1,40.6,2023-01-20,10
-74.1,40.6,2018-12-09,15
-74.1,40.6,2021-04-30,10
-74.1,40.6,2019-02-17,14
-74.1,40.6,2024-01-16,9
-74.1,40.6,2020-10-14,9
-74.1,40.6,2016-07-15,30
-74.1,40.6,2018-05-21,23
-74.1,40.6,2017-11-27,18
-74.1,40.6,2018-03-28,15
-74.1,40.6,2017-07-16,13
-74.1,40.6,2020-12-26,5
-74.1,40.6,2016-10-31,21
-74.1,40.6,2018-10-21,21
-74.1,40.6,2012-11-27,22
-74.1,40.6,2017-11-11,19
-74.1,40.6,2023-05-01,9
-74.1,40.6,2015-02-20,14
-74.1,40.6,2020-05-12,6
-74.1,40.6,2024-06-22,9
-74.1,40.6,2014-07-30,14
-74.1,40.6,2014-09-28,10
-74.1,40.6,2015-10-04,11
-74.1,40.6,2016-08-03,14
-74.1,40.6,2013-10-03,18
-74.1,40.6,2019-12-02,14
-74.1,40.6,2013-05-16,15
-74.1,40.6,2021-05-27,10
-74.1,40.6,2019-09-25,14
-74.1,40.6,2020-04-07,7
-74.1,40.6,2015-03-29,12
-74.1,40.6,2018-06-01,19
-74.1,40.6,2019-05-15,13
-74.1,40.6,2018-02-04,10
-74.1,40.6,2016-06-17,19
-74.1,40.6,2022-09-22,12
-74.1,40.6,2023-12-27,13
-74.1,40.6,2022-02-02,8
-74.1,40.6,2017-04-21,26
-74.1,40.6,2019-04-27,12
-74.1,40.6,2020-04-24,4
-74.1,40.6,2018-10-06,20
-74.1,40.6,2021-02-09,5
-74.1,40.6,2021-07-31,10
-74.1,40.6,2023-08-19,11
-74.1,40.6,2020-03-11,9
-74.1,40.6,2018-04-12,12
-74.1,40.6,2022-11-20,3
-74.1,40.6,2019-09-29,7
-74.1,40.6,2024-04-05,6
-74.1,40.6,2021-11-26,7
-74.1,40.6,2023-05-18,10
-74.1,40.6,2019-05-06,23
-74.1,40.6,2018-07-28,18
-74.1,40.6,2019-04-18,5
-74.1,40.6,2015-11-23,23
-74.1,40.6,2024-05-27,10
-74.1,40.6,2024-05-07,13
-74.1,40.6,2017-09-11,14
-74.1,40.6,2023-06-16,6
-74.1,40.6,2024-09-19,4
-74.1,40.6,2014-04-14,9
-74.1,40.6,2015-10-16,20
-74.1,40.6,2018-09-09,15
-74.1,40.6,2015-06-23,11
-74.1,40.6,2018-03-30,24
-74.1,40.6,2022-10-29,10
-74.1,40.6,2019-04-12,8
-74.1,40.6,2019-10-10,14
-74.1,40.6,2015-09-27,9
-74.1,40.6,2020-07-29,7
-74.1,40.6,2015-12-24,15
-74.1,40.6,2012-11-25,11
-74.1,40.6,2014-03-22,16
-74.1,40.6,2021-01-17,9
-74.1,40.6,2016-02-12,12
-74.1,40.6,2015-03-28,19
-74.1,40.6,2018-12-26,14
-74.1,40.6,2016-03-07,16
-74.1,40.6,2024-06-23,6
-74.1,40.6,2020-11-15,8
-74.1,40.6,2017-01-31,20
-74.1,40.6,2022-05-12,9
-74.1,40.6,2021-03-15,9
-74.1,40.6,2017-12-03,17
-74.1,40.6,2016-07-26,17
-74.1,40.6,2020-03-18,5
-74.1,40.6,2022-03-24,11
-74.1,40.6,2014-02-07,24
-74.1,40.6,2020-09-16,10
-74.1,40.6,2020-11-14,5
-74.1,40.6,2018-02-23,15
-74.1,40.6,2024-01-17,9
-74.1,40.6,2016-09-12,13
-74.1,40.6,2016-02-26,16
-74.1,40.6,2015-05-12,19
-74.1,40.6,2015-11-19,18
-74.1,40.6,2013-04-13,14
-74.1,40.6,2012-11-13,32
-74.1,40.6,2018-11-06,17
-74.1,40.6,2020-10-20,9
-74.1,40.6,2016-08-06,12
-74.1,40.6,2023-11-08,12
-74.1,40.6,2015-07-15,15
-74.1,40.6,2013-06-12,23
-74.1,40.6,2020-10-03,10
-74.1,40.6,2015-12-31,11
-74.1,40.6,2012-08-28,19
-74.1,40.6,2022-05-05,8
-74.1,40.6,2016-05-16,25
-74.1,40.6,2013-10-11,18
-74.1,40.6,2023-09-16,9
-74.1,40.6,2018-04-17,17
-74.1,40.6,2015-12-19,15
-74.1,40.6,2023-04-25,6
-74.1,40.6,2021-07-08,8
-74.1,40.6,2017-08-05,17
-74.1,40.6,2017-04-16,16
-74.1,40.6,2023-10-21,8
-74.1,40.6,2021-11-22,12
-74.1,40.6,2019-08-11,7
-74.1,40.6,2021-04-25,5
-74.1,40.6,2014-03-19,17
-74.1,40.6,2018-10-04,20
-74.1,40.6,2019-03-25,8
-74.1,40.6,2019-10-24,5
-74.1,40.6,2014-09-05,21
-74.1,40.6,2023-09-07,17
-74.1,40.6,2015-08-19,10
-74.1,40.6,2014-06-25,19
-74.1,40.6,2021-12-08,14
-74.1,40.6,2024-01-07,6
-74.1,40.6,2023-11-16,6
-74.1,40.6,2024-06-19,8
-74.1,40.6,2023-06-23,14
-74.1,40.6,2019-12-27,8
-74.1,40.6,2022-01-04,6
-74.1,40.6,2015-04-27,10
-74.1,40.6,2015-09-06,7
-74.1,40.6,2020-08-23,7
-74.1,40.6,2023-02-04,7
-74.1,40.6,2016-05-31,14
-74.1,40.6,2018-12-27,13
-74.1,40.6,2021-08-23,7
-74.1,40.6,2013-06-15,24
